freq,unit,na_item,geo,time,value
A,CP_PPS_EU27_2020_HAB,P41,FR,2019,22999.0
A,CP_PPS_EU27_2020_HAB,P41,FR,2020,22048.7
A,CP_PPS_EU27_2020_HAB,P41,FR,2021,23127.5
A,CP_PPS_EU27_2020_HAB,P41,FR,2022,24599.7
A,CP_PPS_EU27_2020_HAB,P41,FR,2023,26696.6
A,CP_PPS_EU27_2020_HAB,P41,FR,2024,27457.0
A,CP_PPS_EU27_2020_HAB,P41,HR,2015,11850.9
A,CP_PPS_EU27_2020_HAB,P41,HR,2016,12267.4
A,CP_PPS_EU27_2020_HAB,P41,HR,2017,13015.9
A,CP_PPS_EU27_2020_HAB,P41,HR,2018,13705.5
A,CP_PPS_EU27_2020_HAB,P41,HR,2019,14594.1
A,CP_PPS_EU27_2020_HAB,P41,HR,2020,14484.6
A,CP_PPS_EU27_2020_HAB,P41,HR,2021,16491.0
A,CP_PPS_EU27_2020_HAB,P41,HR,2022,18210.2
A,CP_PPS_EU27_2020_HAB,P41,HR,2023,20127.2
A,CP_PPS_EU27_2020_HAB,P41,HR,2024,21539.9
A,CP_PPS_EU27_2020_HAB,P41,HU,2015,11306.4
A,CP_PPS_EU27_2020_HAB,P41,HU,2016,11637.7
A,CP_PPS_EU27_2020_HAB,P41,HU,2017,12215.7
A,CP_PPS_EU27_2020_HAB,P41,HU,2018,12790.8
A,CP_PPS_EU27_2020_HAB,P41,HU,2019,13462.2
A,CP_PPS_EU27_2020_HAB,P41,HU,2020,13491.7
A,CP_PPS_EU27_2020_HAB,P41,HU,2021,14461.8
A,CP_PPS_EU27_2020_HAB,P41,HU,2022,16292.2
A,CP_PPS_EU27_2020_HAB,P41,HU,2023,16880.1
A,CP_PPS_EU27_2020_HAB,P41,HU,2024,18552.9
A,CP_PPS_EU27_2020_HAB,P41,IE,2015,20468.9
A,CP_PPS_EU27_2020_HAB,P41,IE,2016,20883.2
A,CP_PPS_EU27_2020_HAB,P41,IE,2017,21366.7
A,CP_PPS_EU27_2020_HAB,P41,IE,2018,22316.0
A,CP_PPS_EU27_2020_HAB,P41,IE,2019,22173.1
A,CP_PPS_EU27_2020_HAB,P41,IE,2020,20727.3
A,CP_PPS_EU27_2020_HAB,P41,IE,2021,23488.2
A,CP_PPS_EU27_2020_HAB,P41,IE,2022,27050.1
A,CP_PPS_EU27_2020_HAB,P41,IE,2023,29284.4
A,CP_PPS_EU27_2020_HAB,P41,IE,2024,30622.7
A,CP_PPS_EU27_2020_HAB,P41,IT,2015,19313.2
A,CP_PPS_EU27_2020_HAB,P41,IT,2016,19964.8
A,CP_PPS_EU27_2020_HAB,P41,IT,2017,20577.8
A,CP_PPS_EU27_2020_HAB,P41,IT,2018,20980.8
A,CP_PPS_EU27_2020_HAB,P41,IT,2019,21406.4
A,CP_PPS_EU27_2020_HAB,P41,IT,2020,19839.6
A,CP_PPS_EU27_2020_HAB,P41,IT,2021,21576.4
A,CP_PPS_EU27_2020_HAB,P41,IT,2022,24554.1
A,CP_PPS_EU27_2020_HAB,P41,IT,2023,25657.3
A,CP_PPS_EU27_2020_HAB,P41,IT,2024,26638.5
A,CP_PPS_EU27_2020_HAB,P41,LT,2015,14729.4
A,CP_PPS_EU27_2020_HAB,P41,LT,2016,15341.4
A,CP_PPS_EU27_2020_HAB,P41,LT,2017,16243.5
A,CP_PPS_EU27_2020_HAB,P41,LT,2018,17087.4
A,CP_PPS_EU27_2020_HAB,P41,LT,2019,17999.4
A,CP_PPS_EU27_2020_HAB,P41,LT,2020,17653.6
A,CP_PPS_EU27_2020_HAB,P41,LT,2021,19590.7
A,CP_PPS_EU27_2020_HAB,P41,LT,2022,21102.0
A,CP_PPS_EU27_2020_HAB,P41,LT,2023,21947.9
A,CP_PPS_EU27_2020_HAB,P41,LT,2024,23259.0
A,CP_PPS_EU27_2020_HAB,P41,LU,2015,32740.4
A,CP_PPS_EU27_2020_HAB,P41,LU,2016,33041.0
A,CP_PPS_EU27_2020_HAB,P41,LU,2017,33906.5
A,CP_PPS_EU27_2020_HAB,P41,LU,2018,34603.1
A,CP_PPS_EU27_2020_HAB,P41,LU,2019,34793.5
A,CP_PPS_EU27_2020_HAB,P41,LU,2020,32429.9
A,CP_PPS_EU27_2020_HAB,P41,LU,2021,35615.9
A,CP_PPS_EU27_2020_HAB,P41,LU,2022,39260.1
A,CP_PPS_EU27_2020_HAB,P41,LU,2023,41830.6
A,CP_PPS_EU27_2020_HAB,P41,LU,2024,43699.3
A,CP_PPS_EU27_2020_HAB,P41,LV,2015,11643.3
A,CP_PPS_EU27_2020_HAB,P41,LV,2016,12193.4
A,CP_PPS_EU27_2020_HAB,P41,LV,2017,12881.1
A,CP_PPS_EU27_2020_HAB,P41,LV,2018,13535.4
A,CP_PPS_EU27_2020_HAB,P41,LV,2019,13933.3
A,CP_PPS_EU27_2020_HAB,P41,LV,2020,13576.0
A,CP_PPS_EU27_2020_HAB,P41,LV,2021,15658.9
A,CP_PPS_EU27_2020_HAB,P41,LV,2022,17327.4
A,CP_PPS_EU27_2020_HAB,P41,LV,2023,18304.1
A,CP_PPS_EU27_2020_HAB,P41,LV,2024,19157.8
A,CP_PPS_EU27_2020_HAB,P41,MT,2015,16230.4
A,CP_PPS_EU27_2020_HAB,P41,MT,2016,16494.2
A,CP_PPS_EU27_2020_HAB,P41,MT,2017,17037.5
A,CP_PPS_EU27_2020_HAB,P41,MT,2018,18006.3
A,CP_PPS_EU27_2020_HAB,P41,MT,2019,18707.2
A,CP_PPS_EU27_2020_HAB,P41,MT,2020,17380.8
A,CP_PPS_EU27_2020_HAB,P41,MT,2021,18881.2
A,CP_PPS_EU27_2020_HAB,P41,MT,2022,20280.4
A,CP_PPS_EU27_2020_HAB,P41,MT,2023,23353.6
A,CP_PPS_EU27_2020_HAB,P41,MT,2024,24452.5
A,CP_PPS_EU27_2020_HAB,P41,NL,2015,22810.0
A,CP_PPS_EU27_2020_HAB,P41,NL,2016,22703.8
A,CP_PPS_EU27_2020_HAB,P41,NL,2017,23638.5
A,CP_PPS_EU27_2020_HAB,P41,NL,2018,24461.9
A,CP_PPS_EU27_2020_HAB,P41,NL,2019,24584.2
A,CP_PPS_EU27_2020_HAB,P41,NL,2020,24051.6
A,CP_PPS_EU27_2020_HAB,P41,NL,2021,26278.2
A,CP_PPS_EU27_2020_HAB,P41,NL,2022,29426.6
A,CP_PPS_EU27_2020_HAB,P41,NL,2023,31056.8
A,CP_PPS_EU27_2020_HAB,P41,NL,2024,32491.2
A,CP_PPS_EU27_2020_HAB,P41,PL,2015,13384.2
A,CP_PPS_EU27_2020_HAB,P41,PL,2016,13575.4
A,CP_PPS_EU27_2020_HAB,P41,PL,2017,14367.3
A,CP_PPS_EU27_2020_HAB,P41,PL,2018,15060.5
A,CP_PPS_EU27_2020_HAB,P41,PL,2019,15778.5
A,CP_PPS_EU27_2020_HAB,P41,PL,2020,16012.3
A,CP_PPS_EU27_2020_HAB,P41,PL,2021,17531.9
A,CP_PPS_EU27_2020_HAB,P41,PL,2022,19189.4
A,CP_PPS_EU27_2020_HAB,P41,PL,2023,20101.3
A,CP_PPS_EU27_2020_HAB,P41,PL,2024,21610.1
A,CP_PPS_EU27_2020_HAB,P41,PT,2015,15936.2
A,CP_PPS_EU27_2020_HAB,P41,PT,2016,16332.4
A,CP_PPS_EU27_2020_HAB,P41,PT,2017,16604.9
A,CP_PPS_EU27_2020_HAB,P41,PT,2018,17246.3
A,CP_PPS_EU27_2020_HAB,P41,PT,2019,17927.9
A,CP_PPS_EU27_2020_HAB,P41,PT,2020,16927.2
A,CP_PPS_EU27_2020_HAB,P41,PT,2021,18210.3
A,CP_PPS_EU27_2020_HAB,P41,PT,2022,20584.0
A,CP_PPS_EU27_2020_HAB,P41,PT,2023,22201.7
A,CP_PPS_EU27_2020_HAB,P41,PT,2024,23356.1
A,CP_PPS_EU27_2020_HAB,P41,RO,2015,10554.7
A,CP_PPS_EU27_2020_HAB,P41,RO,2016,11483.2
A,CP_PPS_EU27_2020_HAB,P41,RO,2017,12952.5
A,CP_PPS_EU27_2020_HAB,P41,RO,2018,14157.9
A,CP_PPS_EU27_2020_HAB,P41,RO,2019,15281.6
A,CP_PPS_EU27_2020_HAB,P41,RO,2020,15181.0
A,CP_PPS_EU27_2020_HAB,P41,RO,2021,16617.0
A,CP_PPS_EU27_2020_HAB,P41,RO,2022,18368.7
A,CP_PPS_EU27_2020_HAB,P41,RO,2023,19918.5
A,CP_PPS_EU27_2020_HAB,P41,RO,2024,21712.3
A,CP_PPS_EU27_2020_HAB,P41,SE,2015,23147.4
A,CP_PPS_EU27_2020_HAB,P41,SE,2016,23161.3
A,CP_PPS_EU27_2020_HAB,P41,SE,2017,23409.6
A,CP_PPS_EU27_2020_HAB,P41,SE,2018,23794.4
A,CP_PPS_EU27_2020_HAB,P41,SE,2019,23994.3
A,CP_PPS_EU27_2020_HAB,P41,SE,2020,23663.2
A,CP_PPS_EU27_2020_HAB,P41,SE,2021,25409.0
A,CP_PPS_EU27_2020_HAB,P41,SE,2022,26378.9
A,CP_PPS_EU27_2020_HAB,P41,SE,2023,27487.1
A,CP_PPS_EU27_2020_HAB,P41,SE,2024,28736.0
A,CP_PPS_EU27_2020_HAB,P41,SI,2015,14589.1
A,CP_PPS_EU27_2020_HAB,P41,SI,2016,15090.3
A,CP_PPS_EU27_2020_HAB,P41,SI,2017,15714.7
A,CP_PPS_EU27_2020_HAB,P41,SI,2018,16408.2
A,CP_PPS_EU27_2020_HAB,P41,SI,2019,17397.6
A,CP_PPS_EU27_2020_HAB,P41,SI,2020,16737.7
A,CP_PPS_EU27_2020_HAB,P41,SI,2021,18918.4
A,CP_PPS_EU27_2020_HAB,P41,SI,2022,21217.5
A,CP_PPS_EU27_2020_HAB,P41,SI,2023,22124.8
A,CP_PPS_EU27_2020_HAB,P41,SI,2024,23226.4
A,CP_PPS_EU27_2020_HAB,P41,SK,2015,13447.6
A,CP_PPS_EU27_2020_HAB,P41,SK,2016,13054.7
A,CP_PPS_EU27_2020_HAB,P41,SK,2017,13401.5
A,CP_PPS_EU27_2020_HAB,P41,SK,2018,13755.4
A,CP_PPS_EU27_2020_HAB,P41,SK,2019,14406.7
A,CP_PPS_EU27_2020_HAB,P41,SK,2020,15094.5
A,CP_PPS_EU27_2020_HAB,P41,SK,2021,16235.4
A,CP_PPS_EU27_2020_HAB,P41,SK,2022,18254.3
A,CP_PPS_EU27_2020_HAB,P41,SK,2023,19430.1
A,CP_PPS_EU27_2020_HAB,P41,SK,2024,20598.1
