country_code,country,region,year,new_cars_total,new_cars_bev,new_cars_phev,gdp_per_capita_pps,aic_per_capita_pps,median_disposable_income,population,electricity_price,environmental_expenditure,fuel_price
PT,Portugal,Южная Европа,2015,178495.0,692.0,,21240.3,15936.2,10317,10395121,0.22820000000000001,0.6,1.4339591836734693
PT,Portugal,Южная Европа,2016,207330.0,820.0,,21877.6,16332.4,10805,10368554,0.2324,0.6,1.37575
PT,Portugal,Южная Европа,2017,224037.0,1912.0,2534.0,22559.7,16604.9,10826,10344478,0.2257,0.6,1.46152
PT,Portugal,Южная Европа,2018,228139.0,4458.0,3984.0,23548.4,17246.3,10801,10335770,0.22694999999999999,0.6,1.54272
PT,Portugal,Южная Европа,2019,223674.0,6880.0,5822.0,24464.9,17927.9,11602,10333496,0.21655,0.6,1.4913265306122447
PT,Portugal,Южная Европа,2020,145270.0,7908.0,11930.0,22782.1,16927.2,12333,10375395,0.21265,0.7,1.3887
PT,Portugal,Южная Европа,2021,146641.0,13546.0,15677.0,24550.2,18210.3,12404,10394297,0.21295,0.8,1.6216734693877553
PT,Portugal,Южная Европа,2022,158258.0,18426.0,16167.0,27841.5,20584.0,12266,10421117,0.22105000000000002,0.7,1.8472941176470588
PT,Portugal,Южная Европа,2023,200237.0,36456.0,27262.0,31107.5,22201.7,13421,10516621,0.2185,0.7,1.7190961538461538
PT,Portugal,Южная Европа,2024,210411.0,41772.0,28410.0,32937.1,23356.1,14446,10639726,0.2526,0.7,1.7157358490566037
RO,Romania,Восточная Европа,2015,81175.0,28.0,,15543.5,10554.7,4357,19870647,0.1311,1.0,1.2013218367346938
RO,Romania,Восточная Европа,2016,95181.0,69.0,,16602.2,11483.2,4724,19760585,0.12465000000000001,0.6,1.0875306
RO,Romania,Восточная Европа,2017,106873.0,232.0,,18502.8,12952.5,5314,19643949,0.12434999999999999,0.5,1.0488832
RO,Romania,Восточная Европа,2018,130921.0,604.0,,19915.4,14157.9,6278,19533481,0.1325,0.7,1.1872156
RO,Romania,Восточная Европа,2019,161564.0,1506.0,,21713.9,15281.6,7338,19414458,0.13895000000000002,0.7,1.1576457142857144
RO,Romania,Восточная Европа,2020,126329.0,2844.0,1036.0,21808.9,15181.0,7724,19328838,0.1454,0.7,0.952622
RO,Romania,Восточная Европа,2021,121210.0,6344.0,2630.0,23919.2,16617.0,8698,19201662,0.15689999999999998,0.7,1.1607430612244898
RO,Romania,Восточная Европа,2022,129324.0,11638.0,3309.0,25908.1,18368.7,10033,19043098,0.28865,0.6,1.5354631372549017
RO,Romania,Восточная Европа,2023,144609.0,15367.0,2921.0,28715.8,19918.5,11084,19055228,0.1901,0.7,1.3713882692307693
RO,Romania,Восточная Европа,2024,151105.0,9795.0,6801.0,30769.5,21712.3,13023,19067576,0.1873,0.9,1.438940350289594
SE,Sweden,Северная Европа,2015,361908.0,2916.0,5752.0,35062.0,23147.4,20154,9747355,0.18730000000000002,0.4,1.4094679591836734
SE,Sweden,Северная Европа,2016,387997.0,2993.0,10290.0,34881.8,23161.3,20955,9851017,0.19385000000000002,0.5,1.3844370000000001
SE,Sweden,Северная Европа,2017,392717.0,4359.0,15989.0,35296.2,23409.6,20237,9995153,0.19840000000000002,0.5,1.4555204000000002
SE,Sweden,Северная Европа,2018,365513.0,7147.0,21811.0,35915.6,23794.4,20414,10120242,0.19795000000000001,0.5,1.4989152
SE,Sweden,Северная Европа,2019,366946.0,15795.0,24905.0,36994.5,23994.3,20413,10230185,0.20425,0.5,1.4823740816326532
SE,Sweden,Северная Европа,2020,293771.0,27981.0,65924.0,36665.9,23663.2,20083,10327589,0.19655,0.6,1.3490638000000001
SE,Sweden,Северная Европа,2021,303906.0,57590.0,77827.0,39670.2,25409.0,20673,10379295,0.2359,0.6,1.6098691836734693
SE,Sweden,Северная Европа,2022,289779.0,95371.0,66531.0,40905.8,26378.9,20608,10452326,0.2509,0.6,1.9390135294117647
SE,Sweden,Северная Европа,2023,290768.0,112321.0,61069.0,42508.5,27487.1,22290,10521556,0.24214999999999998,0.6,1.739945576923077
SE,Sweden,Северная Европа,2024,270744.0,94546.0,63107.0,44772.2,28736.0,23693,10551707,0.23925000000000002,0.5,1.5756530334826546
SI,Slovenia,Южная Европа,2015,60668.0,123.0,,22534.2,14589.1,15102,2062874,0.161,1.1,1.2905714285714287
SI,Slovenia,Южная Европа,2016,64899.0,151.0,,23327.5,15090.3,15250,2064188,0.16235,0.6,1.1943482
SI,Slovenia,Южная Европа,2017,72477.0,297.0,,24858.0,15714.7,15245,2065895,0.1611,0.5,1.2695370000000001
SI,Slovenia,Южная Европа,2018,74518.0,521.0,,26214.2,16408.2,15771,2066880,0.16255,0.5,1.3257682
SI,Slovenia,Южная Европа,2019,72710.0,695.0,,27550.6,17397.6,16633,2080908,0.16499999999999998,0.6,1.2848479591836734
SI,Slovenia,Южная Европа,2020,53367.0,1720.0,39.0,26676.9,16737.7,16988,2095861,0.15710000000000002,0.6,1.0673118
SI,Slovenia,Южная Европа,2021,53428.0,1742.0,191.0,29298.0,18918.4,17579,2108977,0.16865,0.7,1.222658775510204
SI,Slovenia,Южная Европа,2022,45679.0,2293.0,602.0,32351.9,21217.5,18792,2107180,0.1673,0.7,1.4933331372549021
SI,Slovenia,Южная Европа,2023,48455.0,4306.0,1074.0,35110.5,22124.8,20273,2116972,0.2015,0.9,1.449540576923077
SI,Slovenia,Южная Европа,2024,52533.0,3154.0,1143.0,36150.6,23226.4,21572,2123949,0.20450000000000002,0.7,1.493025283018868
SK,Slovakia,Восточная Европа,2015,78180.0,15.0,,21683.1,13447.6,10220,5421349,0.15115,1.0,1.2913265306122448
SK,Slovakia,Восточная Европа,2016,88504.0,55.0,,20747.7,13054.7,10466,5426252,0.14800000000000002,0.7,1.2062
SK,Slovakia,Восточная Европа,2017,96312.0,214.0,,20778.3,13401.5,9605,5435343,0.14384999999999998,0.6,1.28496
SK,Slovakia,Восточная Европа,2018,98602.0,301.0,,21370.9,13755.4,9744,5443120,0.15139999999999998,0.9,1.36246
SK,Slovakia,Восточная Европа,2019,101743.0,166.0,,22107.4,14406.7,10503,5450421,0.15810000000000002,0.8,1.3253265306122448
SK,Slovakia,Восточная Европа,2020,76300.0,918.0,863.0,22561.3,15094.5,10076,5457873,0.17049999999999998,0.8,1.17968
SK,Slovakia,Восточная Европа,2021,75608.0,1105.0,1166.0,24479.7,16235.4,9425,5459781,0.1646,0.7,1.3849183673469387
SK,Slovakia,Восточная Европа,2022,78659.0,1508.0,1556.0,25517.5,18254.3,9826,5434712,0.184,0.8,1.69078431372549
SK,Slovakia,Восточная Европа,2023,86812.0,2517.0,2997.0,28487.6,19430.1,10670,5428792,0.19175,0.9,1.5921346153846154
SK,Slovakia,Восточная Европа,2024,91544.0,2227.0,2243.0,29808.2,20598.1,11433,5424687,0.17880000000000001,0.8,1.572811320754717
