freq,unit,mot_nrg,geo,time,value
A,NR,DIE_X_HYB,SE,2015,206377
A,NR,DIE_X_HYB,SE,2016,201040
A,NR,DIE_X_HYB,SE,2017,191059
A,NR,DIE_X_HYB,SE,2018,137387
A,NR,DIE_X_HYB,SE,2019,117760
A,NR,DIE_X_HYB,SE,2020,54132
A,NR,DIE_X_HYB,SE,2021,27184
A,NR,DIE_X_HYB,SE,2022,18379
A,NR,DIE_X_HYB,SE,2023,24115
A,NR,DIE_X_HYB,SE,2024,19917
A,NR,DIE_X_HYB,SI,2015,31031
A,NR,DIE_X_HYB,SI,2016,32589
A,NR,DIE_X_HYB,SI,2017,32410
A,NR,DIE_X_HYB,SI,2018,23877
A,NR,DIE_X_HYB,SI,2019,21499
A,NR,DIE_X_HYB,SI,2020,16918
A,NR,DIE_X_HYB,SI,2021,11743
A,NR,DIE_X_HYB,SI,2022,7739
A,NR,DIE_X_HYB,SI,2023,7355
A,NR,DIE_X_HYB,SI,2024,8113
A,NR,DIE_X_HYB,SK,2020,19082
A,NR,DIE_X_HYB,SK,2021,14909
A,NR,DIE_X_HYB,SK,2022,12938
A,NR,DIE_X_HYB,SK,2023,15253
A,NR,DIE_X_HYB,SK,2024,14808
A,NR,ELC,AT,2015,1677
A,NR,ELC,AT,2016,3826
A,NR,ELC,AT,2017,5433
A,NR,ELC,AT,2018,6757
A,NR,ELC,AT,2019,9242
A,NR,ELC,AT,2020,15972
A,NR,ELC,AT,2021,33366
A,NR,ELC,AT,2022,34165
A,NR,ELC,AT,2023,47621
A,NR,ELC,AT,2024,44622
A,NR,ELC,BE,2015,1360
A,NR,ELC,BE,2016,2061
A,NR,ELC,BE,2017,2717
A,NR,ELC,BE,2018,3763
A,NR,ELC,BE,2019,8892
A,NR,ELC,BE,2020,15044
A,NR,ELC,BE,2021,22774
A,NR,ELC,BE,2022,37760
A,NR,ELC,BE,2023,93482
A,NR,ELC,BE,2024,127915
A,NR,ELC,BG,2015,10
A,NR,ELC,BG,2016,11
A,NR,ELC,BG,2017,13
A,NR,ELC,BG,2018,145
A,NR,ELC,BG,2019,188
A,NR,ELC,BG,2020,139
A,NR,ELC,BG,2021,321
A,NR,ELC,BG,2022,1021
A,NR,ELC,BG,2023,1754
A,NR,ELC,BG,2024,1665
A,NR,ELC,CY,2015,4
A,NR,ELC,CY,2016,7
A,NR,ELC,CY,2017,18
A,NR,ELC,CY,2018,5
A,NR,ELC,CY,2019,58
A,NR,ELC,CY,2020,42
A,NR,ELC,CY,2021,78
A,NR,ELC,CY,2022,401
A,NR,ELC,CY,2023,788
A,NR,ELC,CY,2024,1193
A,NR,ELC,CZ,2015,312
A,NR,ELC,CZ,2016,210
A,NR,ELC,CZ,2017,376
A,NR,ELC,CZ,2018,731
A,NR,ELC,CZ,2019,778
A,NR,ELC,CZ,2020,3284
A,NR,ELC,CZ,2021,3172
A,NR,ELC,CZ,2022,3786
A,NR,ELC,CZ,2023,6567
A,NR,ELC,CZ,2024,10854
A,NR,ELC,DE,2015,12363
A,NR,ELC,DE,2016,11410
A,NR,ELC,DE,2017,25056
A,NR,ELC,DE,2018,36062
A,NR,ELC,DE,2019,63281
A,NR,ELC,DE,2020,194163
A,NR,ELC,DE,2021,355961
A,NR,ELC,DE,2022,470559
A,NR,ELC,DE,2023,524219
A,NR,ELC,DE,2024,380609
A,NR,ELC,DK,2015,1265
A,NR,ELC,DK,2016,1265
A,NR,ELC,DK,2017,691
A,NR,ELC,DK,2018,1544
A,NR,ELC,DK,2019,5501
A,NR,ELC,DK,2020,14218
A,NR,ELC,DK,2021,24876
A,NR,ELC,DK,2022,30799
A,NR,ELC,DK,2023,62576
A,NR,ELC,DK,2024,89058
A,NR,ELC,EE,2015,30
A,NR,ELC,EE,2016,32
A,NR,ELC,EE,2017,26
A,NR,ELC,EE,2018,83
A,NR,ELC,EE,2019,77
A,NR,ELC,EE,2020,344
A,NR,ELC,EE,2021,487
A,NR,ELC,EE,2022,693
A,NR,ELC,EE,2023,1448
A,NR,ELC,EE,2024,1323
A,NR,ELC,EL,2015,32
A,NR,ELC,EL,2016,20
A,NR,ELC,EL,2017,37
A,NR,ELC,EL,2018,77
A,NR,ELC,EL,2019,188
A,NR,ELC,EL,2020,678
A,NR,ELC,EL,2021,2174
A,NR,ELC,EL,2022,2826
A,NR,ELC,EL,2023,6377
A,NR,ELC,EL,2024,8708
A,NR,ELC,ES,2015,2620
A,NR,ELC,ES,2016,2085
A,NR,ELC,ES,2017,4038
A,NR,ELC,ES,2018,6238
A,NR,ELC,ES,2019,10415
A,NR,ELC,ES,2020,18217
A,NR,ELC,ES,2021,24400
A,NR,ELC,ES,2022,31737
A,NR,ELC,ES,2023,55388
A,NR,ELC,ES,2024,59383
A,NR,ELC,FI,2015,243
A,NR,ELC,FI,2016,223
A,NR,ELC,FI,2017,502
A,NR,ELC,FI,2018,776
A,NR,ELC,FI,2019,1897
A,NR,ELC,FI,2020,4245
A,NR,ELC,FI,2021,10153
A,NR,ELC,FI,2022,14531
A,NR,ELC,FI,2023,29537
A,NR,ELC,FI,2024,21870
A,NR,ELC,FR,2015,17269
A,NR,ELC,FR,2016,21758
A,NR,ELC,FR,2017,25368
A,NR,ELC,FR,2018,31687
A,NR,ELC,FR,2019,43564
A,NR,ELC,FR,2020,112499
A,NR,ELC,FR,2021,165566
A,NR,ELC,FR,2022,207171
A,NR,ELC,FR,2023,303590
A,NR,ELC,FR,2024,295053
A,NR,ELC,HR,2015,80
A,NR,ELC,HR,2016,66
A,NR,ELC,HR,2017,55
A,NR,ELC,HR,2018,182
A,NR,ELC,HR,2019,279
A,NR,ELC,HR,2020,639
A,NR,ELC,HR,2021,1121
A,NR,ELC,HR,2022,1062
A,NR,ELC,HR,2023,1125
A,NR,ELC,HR,2024,882
A,NR,ELC,HU,2015,116
A,NR,ELC,HU,2016,176
A,NR,ELC,HU,2017,749
A,NR,ELC,HU,2018,1300
A,NR,ELC,HU,2019,1834
A,NR,ELC,HU,2020,3047
A,NR,ELC,HU,2021,4313
A,NR,ELC,HU,2022,4707
A,NR,ELC,HU,2023,5807
A,NR,ELC,HU,2024,8569
A,NR,ELC,IE,2015,494
A,NR,ELC,IE,2016,402
A,NR,ELC,IE,2017,631
A,NR,ELC,IE,2018,1252
A,NR,ELC,IE,2019,3665
A,NR,ELC,IE,2020,4075
A,NR,ELC,IE,2021,9199
A,NR,ELC,IE,2022,15872
A,NR,ELC,IE,2023,23181
A,NR,ELC,IE,2024,17780
A,NR,ELC,IT,2015,1576
A,NR,ELC,IT,2016,1497
A,NR,ELC,IT,2017,2109
A,NR,ELC,IT,2018,5198
A,NR,ELC,IT,2019,10612
A,NR,ELC,IT,2020,30930
A,NR,ELC,IT,2021,69178
A,NR,ELC,IT,2022,48960
A,NR,ELC,IT,2023,65800
A,NR,ELC,IT,2024,66606
A,NR,ELC,LT,2015,26
A,NR,ELC,LT,2016,62
A,NR,ELC,LT,2017,43
A,NR,ELC,LT,2018,141
A,NR,ELC,LT,2019,175
A,NR,ELC,LT,2020,480
A,NR,ELC,LT,2021,1277
A,NR,ELC,LT,2022,1507
A,NR,ELC,LT,2023,2210
A,NR,ELC,LT,2024,1877
A,NR,ELC,LU,2015,73
A,NR,ELC,LU,2016,145
A,NR,ELC,LU,2017,386
A,NR,ELC,LU,2018,430
A,NR,ELC,LU,2019,986
A,NR,ELC,LU,2020,2473
A,NR,ELC,LU,2021,4649
A,NR,ELC,LU,2022,6391
A,NR,ELC,LU,2023,11048
A,NR,ELC,LU,2024,12777
A,NR,ELC,LV,2015,17
A,NR,ELC,LV,2016,19
A,NR,ELC,LV,2017,41
A,NR,ELC,LV,2018,78
A,NR,ELC,LV,2019,116
A,NR,ELC,LV,2020,351
A,NR,ELC,LV,2021,480
A,NR,ELC,LV,2022,1069
A,NR,ELC,LV,2023,1629
A,NR,ELC,LV,2024,1260
A,NR,ELC,MT,2015,23
A,NR,ELC,MT,2016,19
A,NR,ELC,MT,2017,24
A,NR,ELC,MT,2018,285
A,NR,ELC,MT,2019,281
A,NR,ELC,MT,2020,178
A,NR,ELC,MT,2021,416
A,NR,ELC,MT,2022,990
A,NR,ELC,MT,2023,1516
A,NR,ELC,MT,2024,2893
A,NR,ELC,NL,2015,3193
A,NR,ELC,NL,2016,3988
A,NR,ELC,NL,2017,7958
A,NR,ELC,NL,2018,23985
A,NR,ELC,NL,2019,61547
A,NR,ELC,NL,2020,72859
A,NR,ELC,NL,2021,63658
A,NR,ELC,NL,2022,73250
A,NR,ELC,NL,2023,113968
A,NR,ELC,NL,2024,132167
A,NR,ELC,PL,2015,112
A,NR,ELC,PL,2016,157
A,NR,ELC,PL,2017,508
A,NR,ELC,PL,2018,694
A,NR,ELC,PL,2019,1464
A,NR,ELC,PL,2020,3679
A,NR,ELC,PL,2021,7092
A,NR,ELC,PL,2022,11293
A,NR,ELC,PL,2023,17078
A,NR,ELC,PL,2024,16564
A,NR,ELC,PT,2015,692
A,NR,ELC,PT,2016,820
A,NR,ELC,PT,2017,1912
A,NR,ELC,PT,2018,4458
A,NR,ELC,PT,2019,6880
A,NR,ELC,PT,2020,7908
A,NR,ELC,PT,2021,13546
A,NR,ELC,PT,2022,18426
A,NR,ELC,PT,2023,36456
A,NR,ELC,PT,2024,41772
A,NR,ELC,RO,2015,28
A,NR,ELC,RO,2016,69
A,NR,ELC,RO,2017,232
A,NR,ELC,RO,2018,604
A,NR,ELC,RO,2019,1506
A,NR,ELC,RO,2020,2844
A,NR,ELC,RO,2021,6344
A,NR,ELC,RO,2022,11638
A,NR,ELC,RO,2023,15367
A,NR,ELC,RO,2024,9795
A,NR,ELC,SE,2015,2916
A,NR,ELC,SE,2016,2993
A,NR,ELC,SE,2017,4359
A,NR,ELC,SE,2018,7147
A,NR,ELC,SE,2019,15795
A,NR,ELC,SE,2020,27981
A,NR,ELC,SE,2021,57590
A,NR,ELC,SE,2022,95371
A,NR,ELC,SE,2023,112321
A,NR,ELC,SE,2024,94546
A,NR,ELC,SI,2015,123
A,NR,ELC,SI,2016,151
A,NR,ELC,SI,2017,297
A,NR,ELC,SI,2018,521
A,NR,ELC,SI,2019,695
A,NR,ELC,SI,2020,1720
A,NR,ELC,SI,2021,1742
A,NR,ELC,SI,2022,2293
A,NR,ELC,SI,2023,4306
A,NR,ELC,SI,2024,3154
A,NR,ELC,SK,2015,15
A,NR,ELC,SK,2016,55
A,NR,ELC,SK,2017,214
A,NR,ELC,SK,2018,301
A,NR,ELC,SK,2019,166
A,NR,ELC,SK,2020,918
A,NR,ELC,SK,2021,1105
A,NR,ELC,SK,2022,1508
A,NR,ELC,SK,2023,2517
A,NR,ELC,SK,2024,2227
A,NR,ELC_DIE_HYB,AT,2015,518
A,NR,ELC_DIE_HYB,AT,2016,169
A,NR,ELC_DIE_HYB,AT,2017,43
A,NR,ELC_DIE_HYB,AT,2018,1008
A,NR,ELC_DIE_HYB,AT,2019,4112
A,NR,ELC_DIE_HYB,AT,2020,7848
A,NR,ELC_DIE_HYB,AT,2021,12519
A,NR,ELC_DIE_HYB,AT,2022,12620
A,NR,ELC_DIE_HYB,AT,2023,13925
A,NR,ELC_DIE_HYB,AT,2024,12479
A,NR,ELC_DIE_HYB,BE,2015,2493
A,NR,ELC_DIE_HYB,BE,2016,1301
A,NR,ELC_DIE_HYB,BE,2017,834
A,NR,ELC_DIE_HYB,BE,2018,1249
A,NR,ELC_DIE_HYB,BE,2019,6012
A,NR,ELC_DIE_HYB,BE,2020,14955
A,NR,ELC_DIE_HYB,BE,2021,21348
A,NR,ELC_DIE_HYB,BE,2022,8769
A,NR,ELC_DIE_HYB,BE,2023,5540
A,NR,ELC_DIE_HYB,BE,2024,2703
A,NR,ELC_DIE_HYB,BG,2023,0
A,NR,ELC_DIE_HYB,BG,2024,0
A,NR,ELC_DIE_HYB,CY,2023,460
A,NR,ELC_DIE_HYB,CY,2024,450
A,NR,ELC_DIE_HYB,CZ,2021,822
A,NR,ELC_DIE_HYB,CZ,2022,806
A,NR,ELC_DIE_HYB,CZ,2023,4119
A,NR,ELC_DIE_HYB,CZ,2024,229
A,NR,ELC_DIE_HYB,DE,2017,1228
A,NR,ELC_DIE_HYB,DE,2018,17312
A,NR,ELC_DIE_HYB,DE,2019,70102
A,NR,ELC_DIE_HYB,DE,2020,107009
A,NR,ELC_DIE_HYB,DE,2021,143234
A,NR,ELC_DIE_HYB,DE,2022,153135
A,NR,ELC_DIE_HYB,DE,2023,208149
A,NR,ELC_DIE_HYB,DE,2024,183998
A,NR,ELC_DIE_HYB,DK,2020,1098
A,NR,ELC_DIE_HYB,DK,2021,1616
A,NR,ELC_DIE_HYB,DK,2022,6488
A,NR,ELC_DIE_HYB,DK,2023,6855
A,NR,ELC_DIE_HYB,DK,2024,5150
A,NR,ELC_DIE_HYB,EE,2015,0
A,NR,ELC_DIE_HYB,EE,2016,1
A,NR,ELC_DIE_HYB,EE,2017,1
A,NR,ELC_DIE_HYB,EE,2018,73
A,NR,ELC_DIE_HYB,EE,2019,234
A,NR,ELC_DIE_HYB,EE,2020,260
A,NR,ELC_DIE_HYB,EE,2021,973
A,NR,ELC_DIE_HYB,EE,2022,891
A,NR,ELC_DIE_HYB,EE,2023,1227
A,NR,ELC_DIE_HYB,EE,2024,1345
A,NR,ELC_DIE_HYB,EL,2021,1713
A,NR,ELC_DIE_HYB,EL,2022,1555
A,NR,ELC_DIE_HYB,EL,2023,1733
A,NR,ELC_DIE_HYB,EL,2024,1561
A,NR,ELC_DIE_HYB,ES,2015,23
A,NR,ELC_DIE_HYB,ES,2016,34
A,NR,ELC_DIE_HYB,ES,2017,129
A,NR,ELC_DIE_HYB,ES,2018,1210
A,NR,ELC_DIE_HYB,ES,2019,14943
A,NR,ELC_DIE_HYB,ES,2020,26157
A,NR,ELC_DIE_HYB,ES,2021,38766
A,NR,ELC_DIE_HYB,ES,2022,32589
A,NR,ELC_DIE_HYB,ES,2023,40815
A,NR,ELC_DIE_HYB,ES,2024,42115
A,NR,ELC_DIE_HYB,FI,2015,29
A,NR,ELC_DIE_HYB,FI,2016,11
A,NR,ELC_DIE_HYB,FI,2017,2
A,NR,ELC_DIE_HYB,FI,2018,224
A,NR,ELC_DIE_HYB,FI,2019,990
A,NR,ELC_DIE_HYB,FI,2020,1354
A,NR,ELC_DIE_HYB,FI,2021,2235
A,NR,ELC_DIE_HYB,FI,2022,1626
A,NR,ELC_DIE_HYB,FI,2023,1167
A,NR,ELC_DIE_HYB,FI,2024,411
A,NR,ELC_DIE_HYB,FR,2015,18870
A,NR,ELC_DIE_HYB,FR,2016,4522
A,NR,ELC_DIE_HYB,FR,2017,1031
A,NR,ELC_DIE_HYB,FR,2018,2794
A,NR,ELC_DIE_HYB,FR,2019,11434
A,NR,ELC_DIE_HYB,FR,2020,23578
A,NR,ELC_DIE_HYB,FR,2021,36979
A,NR,ELC_DIE_HYB,FR,2022,25547
A,NR,ELC_DIE_HYB,FR,2023,21958
A,NR,ELC_DIE_HYB,FR,2024,13871
A,NR,ELC_DIE_HYB,HR,2023,0
A,NR,ELC_DIE_HYB,HR,2024,0
A,NR,ELC_DIE_HYB,HU,2015,6
A,NR,ELC_DIE_HYB,HU,2016,12
A,NR,ELC_DIE_HYB,HU,2017,17
A,NR,ELC_DIE_HYB,HU,2018,247
A,NR,ELC_DIE_HYB,HU,2019,1078
A,NR,ELC_DIE_HYB,HU,2020,3559
A,NR,ELC_DIE_HYB,HU,2021,7328
A,NR,ELC_DIE_HYB,HU,2022,5602
A,NR,ELC_DIE_HYB,HU,2023,5993
A,NR,ELC_DIE_HYB,HU,2024,5070
A,NR,ELC_DIE_HYB,IE,2017,1
A,NR,ELC_DIE_HYB,IE,2018,1
A,NR,ELC_DIE_HYB,IE,2019,1
A,NR,ELC_DIE_HYB,IE,2020,520
A,NR,ELC_DIE_HYB,IE,2021,2249
A,NR,ELC_DIE_HYB,IE,2022,959
A,NR,ELC_DIE_HYB,IE,2023,2450
A,NR,ELC_DIE_HYB,IE,2024,1496
A,NR,ELC_DIE_HYB,IT,2021,50425
A,NR,ELC_DIE_HYB,IT,2022,54131
A,NR,ELC_DIE_HYB,IT,2023,72697
A,NR,ELC_DIE_HYB,IT,2024,82315
A,NR,ELC_DIE_HYB,LT,2017,0
A,NR,ELC_DIE_HYB,LT,2018,0
A,NR,ELC_DIE_HYB,LT,2019,2
A,NR,ELC_DIE_HYB,LT,2020,5
A,NR,ELC_DIE_HYB,LT,2021,900
A,NR,ELC_DIE_HYB,LT,2022,794
A,NR,ELC_DIE_HYB,LT,2023,945
A,NR,ELC_DIE_HYB,LT,2024,1605
A,NR,ELC_DIE_HYB,LU,2015,67
A,NR,ELC_DIE_HYB,LU,2016,67
A,NR,ELC_DIE_HYB,LU,2017,13
A,NR,ELC_DIE_HYB,LU,2018,144
A,NR,ELC_DIE_HYB,LU,2019,806
A,NR,ELC_DIE_HYB,LU,2020,1203
A,NR,ELC_DIE_HYB,LU,2021,2756
A,NR,ELC_DIE_HYB,LU,2022,2692
A,NR,ELC_DIE_HYB,LU,2023,2615
A,NR,ELC_DIE_HYB,LU,2024,2152
A,NR,ELC_DIE_HYB,LV,2015,0
A,NR,ELC_DIE_HYB,LV,2016,0
A,NR,ELC_DIE_HYB,LV,2017,1
A,NR,ELC_DIE_HYB,LV,2018,0
A,NR,ELC_DIE_HYB,LV,2019,0
A,NR,ELC_DIE_HYB,LV,2020,0
A,NR,ELC_DIE_HYB,LV,2022,839
A,NR,ELC_DIE_HYB,LV,2023,1029
A,NR,ELC_DIE_HYB,LV,2024,1202
A,NR,ELC_DIE_HYB,MT,2015,3
A,NR,ELC_DIE_HYB,MT,2016,2
A,NR,ELC_DIE_HYB,MT,2017,3
A,NR,ELC_DIE_HYB,MT,2018,3
A,NR,ELC_DIE_HYB,MT,2019,14
A,NR,ELC_DIE_HYB,MT,2020,26
A,NR,ELC_DIE_HYB,MT,2021,67
A,NR,ELC_DIE_HYB,MT,2022,81
A,NR,ELC_DIE_HYB,MT,2023,85
A,NR,ELC_DIE_HYB,MT,2024,70
A,NR,ELC_DIE_HYB,NL,2021,0
A,NR,ELC_DIE_HYB,NL,2022,0
A,NR,ELC_DIE_HYB,NL,2023,0
A,NR,ELC_DIE_HYB,NL,2024,0
A,NR,ELC_DIE_HYB,PL,2015,713
A,NR,ELC_DIE_HYB,PL,2016,1263
A,NR,ELC_DIE_HYB,PL,2017,2113
A,NR,ELC_DIE_HYB,PL,2018,3038
A,NR,ELC_DIE_HYB,PL,2019,5238
A,NR,ELC_DIE_HYB,PL,2020,8003
A,NR,ELC_DIE_HYB,PL,2021,13309
A,NR,ELC_DIE_HYB,PL,2022,12303
A,NR,ELC_DIE_HYB,PL,2023,17173
A,NR,ELC_DIE_HYB,PL,2024,22651
A,NR,ELC_DIE_HYB,PT,2017,394
A,NR,ELC_DIE_HYB,PT,2018,637
A,NR,ELC_DIE_HYB,PT,2019,910
A,NR,ELC_DIE_HYB,PT,2020,2403
A,NR,ELC_DIE_HYB,PT,2021,4151
A,NR,ELC_DIE_HYB,PT,2022,4192
A,NR,ELC_DIE_HYB,PT,2023,3790
A,NR,ELC_DIE_HYB,PT,2024,3336
A,NR,ELC_DIE_HYB,RO,2015,43
A,NR,ELC_DIE_HYB,RO,2016,105
A,NR,ELC_DIE_HYB,RO,2017,199
A,NR,ELC_DIE_HYB,RO,2018,132
A,NR,ELC_DIE_HYB,RO,2019,713
A,NR,ELC_DIE_HYB,RO,2020,1054
A,NR,ELC_DIE_HYB,RO,2021,3350
A,NR,ELC_DIE_HYB,RO,2022,2499
A,NR,ELC_DIE_HYB,RO,2023,3860
A,NR,ELC_DIE_HYB,RO,2024,3725
A,NR,ELC_DIE_HYB,SE,2015,135
A,NR,ELC_DIE_HYB,SE,2016,17
A,NR,ELC_DIE_HYB,SE,2017,17
A,NR,ELC_DIE_HYB,SE,2018,9
A,NR,ELC_DIE_HYB,SE,2019,56
A,NR,ELC_DIE_HYB,SE,2020,10879
A,NR,ELC_DIE_HYB,SE,2021,22825
A,NR,ELC_DIE_HYB,SE,2022,15433
A,NR,ELC_DIE_HYB,SE,2023,0
A,NR,ELC_DIE_HYB,SE,2024,0
A,NR,ELC_DIE_HYB,SI,2022,0
A,NR,ELC_DIE_HYB,SI,2023,0
A,NR,ELC_DIE_HYB,SI,2024,0
A,NR,ELC_DIE_HYB,SK,2022,2742
A,NR,ELC_DIE_HYB,SK,2023,3821
A,NR,ELC_DIE_HYB,SK,2024,4445
A,NR,ELC_DIE_PI,AT,2015,170
A,NR,ELC_DIE_PI,AT,2016,150
A,NR,ELC_DIE_PI,AT,2017,89
A,NR,ELC_DIE_PI,AT,2018,40
A,NR,ELC_DIE_PI,AT,2019,45
A,NR,ELC_DIE_PI,AT,2020,439
A,NR,ELC_DIE_PI,AT,2021,1026
A,NR,ELC_DIE_PI,AT,2022,802
A,NR,ELC_DIE_PI,AT,2023,694
A,NR,ELC_DIE_PI,AT,2024,1867
A,NR,ELC_DIE_PI,BE,2022,7031
A,NR,ELC_DIE_PI,BE,2023,6040
A,NR,ELC_DIE_PI,BE,2024,4036
A,NR,ELC_DIE_PI,BG,2023,0
A,NR,ELC_DIE_PI,BG,2024,0
A,NR,ELC_DIE_PI,CY,2023,6
A,NR,ELC_DIE_PI,CY,2024,13
A,NR,ELC_DIE_PI,CZ,2022,281
A,NR,ELC_DIE_PI,CZ,2023,470
A,NR,ELC_DIE_PI,CZ,2024,432
A,NR,ELC_DIE_PI,DE,2017,1191
A,NR,ELC_DIE_PI,DE,2018,583
A,NR,ELC_DIE_PI,DE,2019,7432
A,NR,ELC_DIE_PI,DE,2020,22431
A,NR,ELC_DIE_PI,DE,2021,23581
A,NR,ELC_DIE_PI,DE,2022,17009
A,NR,ELC_DIE_PI,DE,2023,9109
A,NR,ELC_DIE_PI,DE,2024,17250
A,NR,ELC_DIE_PI,DK,2015,0
A,NR,ELC_DIE_PI,DK,2016,5
A,NR,ELC_DIE_PI,DK,2017,1
A,NR,ELC_DIE_PI,DK,2018,1
A,NR,ELC_DIE_PI,DK,2019,113
A,NR,ELC_DIE_PI,DK,2020,488
A,NR,ELC_DIE_PI,DK,2021,1128
A,NR,ELC_DIE_PI,DK,2022,849
A,NR,ELC_DIE_PI,DK,2023,273
A,NR,ELC_DIE_PI,DK,2024,110
A,NR,ELC_DIE_PI,EE,2021,18
A,NR,ELC_DIE_PI,EE,2022,29
A,NR,ELC_DIE_PI,EE,2023,20
A,NR,ELC_DIE_PI,EE,2024,26
A,NR,ELC_DIE_PI,EL,2022,0
A,NR,ELC_DIE_PI,EL,2023,361
A,NR,ELC_DIE_PI,EL,2024,223
A,NR,ELC_DIE_PI,ES,2015,9
A,NR,ELC_DIE_PI,ES,2016,10
A,NR,ELC_DIE_PI,ES,2017,8
A,NR,ELC_DIE_PI,ES,2018,6
A,NR,ELC_DIE_PI,ES,2019,77
A,NR,ELC_DIE_PI,ES,2020,1252
A,NR,ELC_DIE_PI,ES,2021,2169
A,NR,ELC_DIE_PI,ES,2022,2129
A,NR,ELC_DIE_PI,ES,2023,1742
A,NR,ELC_DIE_PI,ES,2024,4528
A,NR,ELC_DIE_PI,FI,2015,15
A,NR,ELC_DIE_PI,FI,2016,93
A,NR,ELC_DIE_PI,FI,2017,152
A,NR,ELC_DIE_PI,FI,2018,135
A,NR,ELC_DIE_PI,FI,2019,159
A,NR,ELC_DIE_PI,FI,2020,435
A,NR,ELC_DIE_PI,FI,2021,620
A,NR,ELC_DIE_PI,FI,2022,401
A,NR,ELC_DIE_PI,FI,2023,220
A,NR,ELC_DIE_PI,FI,2024,196
A,NR,ELC_DIE_PI,FR,2015,90
A,NR,ELC_DIE_PI,FR,2016,261
A,NR,ELC_DIE_PI,FR,2017,288
A,NR,ELC_DIE_PI,FR,2018,246
A,NR,ELC_DIE_PI,FR,2019,779
A,NR,ELC_DIE_PI,FR,2020,2396
A,NR,ELC_DIE_PI,FR,2021,7236
A,NR,ELC_DIE_PI,FR,2022,6240
A,NR,ELC_DIE_PI,FR,2023,4463
A,NR,ELC_DIE_PI,FR,2024,7020
A,NR,ELC_DIE_PI,HR,2023,0
A,NR,ELC_DIE_PI,HR,2024,0
A,NR,ELC_DIE_PI,HU,2020,336
A,NR,ELC_DIE_PI,HU,2021,645
A,NR,ELC_DIE_PI,HU,2022,643
A,NR,ELC_DIE_PI,HU,2023,738
A,NR,ELC_DIE_PI,HU,2024,758
A,NR,ELC_DIE_PI,IE,2017,3
A,NR,ELC_DIE_PI,IE,2018,10
A,NR,ELC_DIE_PI,IE,2019,4
A,NR,ELC_DIE_PI,IE,2020,34
A,NR,ELC_DIE_PI,IE,2021,271
A,NR,ELC_DIE_PI,IE,2022,574
A,NR,ELC_DIE_PI,IE,2023,302
A,NR,ELC_DIE_PI,IE,2024,404
A,NR,ELC_DIE_PI,IT,2021,8894
A,NR,ELC_DIE_PI,IT,2022,8232
A,NR,ELC_DIE_PI,IT,2023,8789
A,NR,ELC_DIE_PI,IT,2024,6595
A,NR,ELC_DIE_PI,LT,2023,0
A,NR,ELC_DIE_PI,LT,2024,0
A,NR,ELC_DIE_PI,LU,2015,0
A,NR,ELC_DIE_PI,LU,2016,0
A,NR,ELC_DIE_PI,LU,2017,14
A,NR,ELC_DIE_PI,LU,2018,10
A,NR,ELC_DIE_PI,LU,2019,69
A,NR,ELC_DIE_PI,LU,2020,320
A,NR,ELC_DIE_PI,LU,2021,619
A,NR,ELC_DIE_PI,LU,2022,410
A,NR,ELC_DIE_PI,LU,2023,168
A,NR,ELC_DIE_PI,LU,2024,184
A,NR,ELC_DIE_PI,LV,2015,0
A,NR,ELC_DIE_PI,LV,2016,0
A,NR,ELC_DIE_PI,LV,2018,0
A,NR,ELC_DIE_PI,LV,2019,0
A,NR,ELC_DIE_PI,LV,2020,0
A,NR,ELC_DIE_PI,LV,2023,0
A,NR,ELC_DIE_PI,LV,2024,0
A,NR,ELC_DIE_PI,MT,2019,0
A,NR,ELC_DIE_PI,MT,2020,0
A,NR,ELC_DIE_PI,MT,2021,5
A,NR,ELC_DIE_PI,MT,2022,10
A,NR,ELC_DIE_PI,MT,2023,16
A,NR,ELC_DIE_PI,MT,2024,16
A,NR,ELC_DIE_PI,NL,2021,0
A,NR,ELC_DIE_PI,NL,2022,0
A,NR,ELC_DIE_PI,NL,2023,0
A,NR,ELC_DIE_PI,NL,2024,0
A,NR,ELC_DIE_PI,PL,2015,47
A,NR,ELC_DIE_PI,PL,2016,111
A,NR,ELC_DIE_PI,PL,2017,148
A,NR,ELC_DIE_PI,PL,2018,176
A,NR,ELC_DIE_PI,PL,2019,309
A,NR,ELC_DIE_PI,PL,2020,979
A,NR,ELC_DIE_PI,PL,2021,2093
A,NR,ELC_DIE_PI,PL,2022,1812
A,NR,ELC_DIE_PI,PL,2023,2451
A,NR,ELC_DIE_PI,PL,2024,2792
A,NR,ELC_DIE_PI,PT,2017,135
A,NR,ELC_DIE_PI,PT,2018,96
A,NR,ELC_DIE_PI,PT,2019,1151
A,NR,ELC_DIE_PI,PT,2020,1920
A,NR,ELC_DIE_PI,PT,2021,2134
A,NR,ELC_DIE_PI,PT,2022,1289
A,NR,ELC_DIE_PI,PT,2023,1320
A,NR,ELC_DIE_PI,PT,2024,2475
A,NR,ELC_DIE_PI,RO,2020,83
A,NR,ELC_DIE_PI,RO,2021,314
A,NR,ELC_DIE_PI,RO,2022,266
A,NR,ELC_DIE_PI,RO,2023,273
A,NR,ELC_DIE_PI,RO,2024,636
A,NR,ELC_DIE_PI,SE,2015,579
A,NR,ELC_DIE_PI,SE,2016,1326
A,NR,ELC_DIE_PI,SE,2017,1115
A,NR,ELC_DIE_PI,SE,2018,1270
