country_code,country,region,year,new_cars_total,new_cars_bev,new_cars_phev,ev_share,ev_phev_share,ev_level,gdp_per_capita_pps,median_disposable_income,aic_per_capita_pps,population,fuel_price,electricity_price,environmental_expenditure,bev_per_100k,gdp_change_pct,ev_share_change_pp
ES,Spain,Южная Европа,2015,1047782.0,2620.0,66.0,0.2500520146366324,0.25635103485266975,до 1%,25351.1,14463.0,17581.9,46425722.0,1.2317565306122449,0.23395,0.9,5.643423272986471,,
ES,Spain,Южная Европа,2016,1228412.0,2085.0,152.0,0.16973132792580992,0.1821050266522958,до 1%,26145.0,15347.0,18045.3,46418884.0,1.149463,0.22344999999999998,0.8,4.491706435682512,3.1316195352469878,-0.08032068671082249
ES,Spain,Южная Европа,2017,1339232.0,4038.0,517.0,0.3015160928054288,0.3401203077584765,до 1%,27390.8,15526.0,18938.2,46497393.0,1.2168797999999998,0.22365000000000002,0.8,8.684357852062803,4.764964620386314,0.13178476487961888
ES,Spain,Южная Европа,2018,1439270.0,6238.0,1915.0,0.43341416134568217,0.5664677232207994,до 1%,27853.5,16030.0,19208.8,46645070.0,1.2926786,0.243,0.8,13.373331844072696,1.689253325934259,0.13189806854025338
ES,Spain,Южная Европа,2019,1372821.0,10415.0,5588.0,0.7586568095913451,1.1657018649918671,до 1%,28663.4,16171.0,19626.2,46918951.0,1.2972826530612245,0.23985,0.9,22.19785348568428,2.907713572800552,0.3252426482456629
ES,Spain,Южная Европа,2020,927523.0,18217.0,22602.0,1.96404833087697,4.4008612185358205,1-5%,25131.2,16661.0,17386.0,47318050.0,1.1779389999999998,0.22685,1.0,38.49905057372398,-12.323032159478641,1.205391521285625
ES,Spain,Южная Европа,2021,918831.0,24400.0,43096.0,2.6555481911254626,7.345855766729682,1-5%,28285.0,16297.0,19479.0,47400798.0,1.3802679591836735,0.25695,0.9,51.47592662891456,12.54934105812695,0.6914998602484925
ES,Spain,Южная Европа,2022,851525.0,31737.0,48077.0,3.7270778896685357,9.373065969877572,1-5%,31781.2,17254.0,21735.1,47486843.0,1.7809982352941176,0.32105,1.0,66.83324894855613,12.360615167049671,1.0715296985430731
ES,Spain,Южная Европа,2023,983721.0,55388.0,62780.0,5.630458229518329,12.012349029857043,5-15%,34768.5,19021.0,23349.0,48085361.0,1.6360392307692306,0.24004999999999999,1.0,115.18682369879681,9.399582142902085,1.903380339849793
ES,Spain,Южная Европа,2024,1067172.0,59383.0,59459.0,5.564520058622228,11.136161743374076,5-15%,36413.1,20800.0,24394.9,48619695.0,1.5777730188679244,0.2422,1.0,122.13774685340992,4.730143664523911,-0.06593817089610088
FI,Finland,Северная Европа,2015,108819.0,243.0,415.0,0.2233065916797618,0.6046738161534291,до 1%,30379.3,19430.0,21426.5,5471753.0,1.4680816326530612,0.15410000000000001,0.2,4.440989935035445,,
FI,Finland,Северная Европа,2016,119000.0,223.0,1209.0,0.18739495798319328,1.203361344537815,до 1%,30955.1,19997.0,21668.6,5487308.0,1.3808399999999998,0.1543,0.2,4.063923512221293,1.8953695443937102,-0.03591163369656852
FI,Finland,Северная Европа,2017,118587.0,502.0,2553.0,0.4233179016249673,2.5761677080961656,до 1%,32444.6,19827.0,22078.3,5503297.0,1.4643199999999998,0.15899999999999997,0.2,9.121804620030503,4.811808070398738,0.23592294364177402
FI,Finland,Северная Европа,2018,120505.0,776.0,4932.0,0.6439566822953404,4.7367329156466536,до 1%,33393.2,20048.0,22644.7,5513130.0,1.52234,0.1655,0.2,14.07548887836855,2.9237531052933363,0.22063878067037312
FI,Finland,Северная Европа,2019,114202.0,1897.0,5967.0,1.6610917497066602,6.886044027249961,1-5%,33999.7,20362.0,22902.2,5517919.0,1.5240816326530613,0.17585,0.2,34.378902626153085,1.8162380364864728,1.0171350674113198
FI,Finland,Северная Европа,2020,96418.0,4245.0,13231.0,4.402704889128586,18.12524632330063,1-5%,34039.9,20290.0,22799.5,5525292.0,1.41178,0.17565,0.2,76.82851874615858,0.1182363373794626,2.7416131394219256
FI,Finland,Северная Европа,2021,98485.0,10153.0,20144.0,10.309184139716708,30.763060364522516,5-15%,36222.4,20078.0,24376.2,5533793.0,1.6736122448979593,0.18035,0.2,183.47271030918577,6.41159345356479,5.906479250588122
FI,Finland,Северная Европа,2022,81700.0,14531.0,16171.0,17.78580171358629,37.578947368421055,выше 15%,38350.4,20941.0,25703.8,5548241.0,2.108627450980392,0.22039999999999998,0.2,261.90282649942566,5.87481779230532,7.476617573869584
FI,Finland,Северная Европа,2023,87509.0,29537.0,18087.0,33.75309968117565,54.42183089739341,выше 15%,39690.3,21691.0,27599.2,5563970.0,1.9292307692307693,0.248,0.2,530.8619564807143,3.4938357878927073,15.967297967589356
FI,Finland,Северная Европа,2024,74075.0,21870.0,14863.0,29.524130948363144,49.58893013837327,выше 15%,40871.6,23055.0,28516.3,5603851.0,1.8016415094339622,0.2404,0.2,390.2673358017549,2.976293955953957,-4.228968732812504
FR,France,Западная Европа,2015,1886229.0,17269.0,5677.0,0.9155304048447988,1.2165012837783746,до 1%,29516.0,19885.0,20603.5,66458153.0,1.356370612244898,0.1679,0.9,25.98477270350863,,
FR,France,Западная Европа,2016,1984471.0,21758.0,7479.0,1.0964130995111543,1.4732893551984383,1-5%,29858.6,20621.0,20943.3,66638391.0,1.3011674,0.1698,0.9,32.65084836757238,1.1607263856891148,0.18088269466635554
FR,France,Западная Европа,2017,2157670.0,25368.0,12089.0,1.1757126900777228,1.73599299244092,1-5%,30585.2,20357.0,21396.0,66809816.0,1.375376,0.173,0.9,37.970468291665405,2.4334697541076977,0.07929959056656855
FR,France,Западная Европа,2018,2223581.0,31687.0,14753.0,1.425043657055893,2.0885229726283865,1-5%,31463.5,20223.0,21964.4,67026224.0,1.5071972,0.17735,0.9,47.275526068721994,2.8716503406876592,0.24933096697817025
FR,France,Западная Европа,2019,2258277.0,43564.0,18789.0,1.9290813305896486,2.7610873245399037,1-5%,33247.6,20471.0,22999.0,67290471.0,1.5049191836734692,0.18455,0.9,64.74022153894569,5.67037996408537,0.5040376735337555
FR,France,Западная Европа,2020,1693530.0,112499.0,74961.0,6.6428702178290315,11.06918684640957,5-15%,31555.5,19518.0,22048.7,67473651.0,1.356537,0.19255,1.0,166.73026927207482,-5.089389910850706,4.713788887239383
FR,France,Западная Европа,2021,1708675.0,165566.0,141242.0,9.689730346613604,17.955901502626304,5-15%,33443.0,20100.0,23127.5,67728568.0,1.5529438775510205,0.1984,1.0,244.45519060730769,5.981524615360234,3.046860128784573
FR,France,Западная Европа,2022,1576950.0,207171.0,127436.0,13.137448872824123,21.21861821871334,5-15%,35145.8,20575.0,24599.7,68091703.0,1.808916862745098,0.2148,1.0,304.252927849374,5.091648476512289,3.4477185262105188
FR,France,Западная Европа,2023,1841326.0,303590.0,162836.0,16.487574715178084,25.330984301530528,выше 15%,38055.1,21875.0,26696.6,68277210.0,1.880760576923077,0.24455,1.0,444.64324186650276,8.277802753102769,3.350125842353961
FR,France,Западная Европа,2024,1781580.0,295053.0,147094.0,16.561310746640622,24.817689915692814,выше 15%,39294.2,23222.0,27457.0,68669303.0,1.8208333962264152,0.28865,1.0,429.67233845376296,3.2560681748307063,0.07373603146253771
